DCOMIRIS,DEPCOM,NOM_COM,IRIS,NOM_IRIS,TYP_IRIS,coords,geometry,Social_Housing,kmeans_class,centroids
751197305,75119,Paris 19e Arrondissement,7305,Villette 5,H,"[(653864.0, 6865250.0), (653873.0, 6865263.0), (654066.5, 6865497.5), (654110.2, 6865552.5), (654256.2, 6865539.5), (654337.3, 6865516.7), (654200.0, 6865412.1), (654131.99, 6865360.09), (653935.9, 6865212.0), (653791.96, 6865105.0), (653765.98, 6865094.0), (653745.0, 6865086.0), (653742.0, 6865103.0), (653864.0, 6865250.0)]","POLYGON ((653864 6865250, 653873 6865263, 654066.5 6865497.5, 654110.2 6865552.5, 654256.2 6865539.5, 654337.3 6865516.7, 654200 6865412.1, 654131.99 6865360.09, 653935.9 6865212, 653791.96 6865105, 653765.98 6865094, 653745 6865086, 653742 6865103, 653864 6865250))",0.2310631176788806,0,0.0408124610195154
751197519,75119,Paris 19e Arrondissement,7519,Amerique 19,H,"[(656116.0, 6864459.0), (656107.0, 6864472.02), (656024.0, 6864634.1), (656001.1, 6864679.0), (655997.1, 6864696.0), (655806.06, 6864965.0), (655781.1, 6865013.0), (655766.03, 6865059.07), (655757.0, 6865117.1), (655735.0, 6865268.0), (655720.57, 6865403.75), (655702.8, 6865503.2), (655688.0, 6865538.0), (655693.0, 6865559.0), (655692.96, 6865607.0), (655691.94, 6865623.0), (655689.9, 6865650.0), (655686.91, 6865653.0), (655679.1, 6865663.0), (655712.0, 6865679.1), (655723.0, 6865683.08), (655740.0, 6865689.02), (655775.0, 6865699.95), (655863.48, 6865727.24), (655897.95, 6865740.13), (655900.0, 6865716.6), (655904.5, 6865656.6), (655907.31, 6865600.35), (655912.31, 6865500.48), (655917.3, 6865400.6), (655929.6, 6865387.2), (655997.2, 6865313.51), (656064.8, 6865239.82), (656132.4, 6865166.13), (656200.0, 6865092.44), (656267.6, 6865018.75), (656335.2, 6864945.06), (656402.8, 6864871.37), (656470.4, 6864797.68), (656538.0, 6864723.99), (656605.6, 6864650.3), (656690.2, 6864614.6), (656690.69, 6864613.6), (656734.7, 6864523.8), (656778.7, 6864434.0), (656763.6, 6864429.1), (656667.82, 6864400.35), (656572.04, 6864371.61), (656586.51, 6864376.06), (656587.0, 6864376.9), (656594.08, 6864386.09), (656601.9, 6864394.0), (656605.91, 6864397.0), (656613.0, 6864402.0), (656595.99, 6864438.0), (656582.98, 6864465.0), (656564.95, 6864499.0), (656542.9, 6864534.0), (656517.91, 6864566.0), (656492.95, 6864593.0), (656469.0, 6864614.0), (656430.1, 6864642.0), (656388.09, 6864666.0), (656151.1, 6864791.0), (656147.1, 6864786.0), (656134.06, 6864766.0), (656113.9, 6864730.0), (656103.9, 6864681.0), (656102.9, 6864639.0), (656109.9, 6864561.0), (656116.92, 6864517.0), (656122.96, 6864478.0), (656120.98, 6864466.0), (656116.0, 6864459.0)]","POLYGON ((656116 6864459, 656107 6864472.02, 656024 6864634.1, 656001.1 6864679, 655997.1 6864696, 655806.06 6864965, 655781.1 6865013, 655766.03 6865059.07, 655757 6865117.1, 655735 6865268, 655720.57 6865403.75, 655702.8 6865503.2, 655688 6865538, 655693 6865559, 655692.96 6865607, 655691.94 6865623, 655689.9 6865650, 655686.91 6865653, 655679.1 6865663, 655712 6865679.1, 655723 6865683.08, 655740 6865689.02, 655775 6865699.95, 655863.48 6865727.24, 655897.95 6865740.13, 655900 6865716.6, 655904.5 6865656.6, 655907.31 6865600.35, 655912.31 6865500.48, 655917.3 6865400.6, 655929.6 6865387.2, 655997.2 6865313.51, 656064.8 6865239.82, 656132.4 6865166.13, 656200 6865092.44, 656267.6 6865018.75, 656335.2 6864945.06, 656402.8 6864871.37, 656470.4 6864797.68, 656538 6864723.99, 656605.6 6864650.3, 656690.2 6864614.6, 656690.69 6864613.6, 656734.7 6864523.8, 656778.7 6864434, 656763.6 6864429.1, 656667.82 6864400.35, 656572.04 6864371.61, 656586.51 6864376.06, 656587 6864376.9, 656594.08 6864386.09, 656601.9 6864394, 656605.91 6864397, 656613 6864402, 656595.99 6864438, 656582.98 6864465, 656564.95 6864499, 656542.9 6864534, 656517.91 6864566, 656492.95 6864593, 656469 6864614, 656430.1 6864642, 656388.09 6864666, 656151.1 6864791, 656147.1 6864786, 656134.06 6864766, 656113.9 6864730, 656103.9 6864681, 656102.9 6864639, 656109.9 6864561, 656116.92 6864517, 656122.96 6864478, 656120.98 6864466, 656116 6864459))",0.4681980136954731,0,0.0408124610195154
751197309,75119,Paris 19e Arrondissement,7309,Villette 9,H,"[(653902.2, 6865658.5), (653677.4, 6865703.9), (653669.25, 6865705.94), (653676.94, 6865731.49), (653706.1, 6865827.14), (653735.27, 6865922.8), (653764.43, 6866018.45), (653777.83, 6866062.05), (653790.8, 6866062.2), (653873.3, 6866026.3), (653999.0, 6865971.0), (653990.0, 6865940.73), (653974.0, 6865887.0), (653939.0, 6865776.9), (653902.2, 6865658.5)]","POLYGON ((653902.2 6865658.5, 653677.4 6865703.9, 653669.25 6865705.94, 653676.94 6865731.49, 653706.1 6865827.14, 653735.27 6865922.8, 653764.43 6866018.45, 653777.83 6866062.05, 653790.8 6866062.2, 653873.3 6866026.3, 653999 6865971, 653990 6865940.73, 653974 6865887, 653939 6865776.9, 653902.2 6865658.5))",0.1851117905919914,0,0.0408124610195154
751197317,75119,Paris 19e Arrondissement,7317,Villette 17,H,"[(653806.05, 6866237.31), (653840.8, 6866239.0), (653866.2, 6866231.6), (654054.6, 6866153.2), (654035.1, 6866103.1), (654009.02, 6866007.66), (653999.0, 6865971.0), (653873.3, 6866026.3), (653790.8, 6866062.2), (653777.83, 6866062.05), (653764.43, 6866018.45), (653793.6, 6866114.1), (653796.0, 6866137.81), (653806.05, 6866237.31)]","POLYGON ((653806.05 6866237.31, 653840.8 6866239, 653866.2 6866231.6, 654054.6 6866153.2, 654035.1 6866103.1, 654009.02 6866007.66, 653999 6865971, 653873.3 6866026.3, 653790.8 6866062.2, 653777.83 6866062.05, 653764.43 6866018.45, 653793.6 6866114.1, 653796 6866137.81, 653806.05 6866237.31))",0.5304037737957341,0,0.0408124610195154
751197605,75119,Paris 19e Arrondissement,7605,Combat 5,H,"[(654745.25, 6863896.16), (654650.27, 6863864.88), (654555.29, 6863833.6), (654538.9, 6863828.2), (654447.41, 6863787.83), (654446.55, 6863802.6), (654437.7, 6863802.9), (654434.0, 6863809.0), (654426.3, 6863828.4), (654402.0, 6863904.0), (654407.9, 6863965.4), (654395.0, 6864002.0), (654447.1, 6864025.3), (654475.0, 6864036.0), (654492.7, 6864039.7), (654507.8, 6864039.5), (654565.8, 6864038.6), (654608.9, 6864029.1), (654709.4, 6863941.6), (654742.2, 6863901.9), (654744.37, 6863895.97), (654745.25, 6863896.16)]","POLYGON ((654745.25 6863896.16, 654650.27 6863864.88, 654555.29 6863833.6, 654538.9 6863828.2, 654447.41 6863787.83, 654446.55 6863802.6, 654437.7 6863802.9, 654434 6863809, 654426.3 6863828.4, 654402 6863904, 654407.9 6863965.4, 654395 6864002, 654447.1 6864025.3, 654475 6864036, 654492.7 6864039.7, 654507.8 6864039.5, 654565.8 6864038.6, 654608.9 6864029.1, 654709.4 6863941.6, 654742.2 6863901.9, 654744.37 6863895.97, 654745.25 6863896.16))",0.224505325343574,0,0.0408124610195154
751208025,75120,Paris 20e Arrondissement,8025,Charonne 25,H,"[(656033.4, 6861936.4), (656025.8, 6861925.3), (656023.7, 6861910.9), (656026.0, 6861898.0), (655968.9, 6861875.0), (655939.0, 6861864.0), (655883.1, 6861842.0), (655835.4, 6861883.9), (655817.0, 6861917.6), (655806.0, 6861942.6), (655767.2, 6862035.1), (655784.0, 6862038.1), (655815.0, 6862047.0), (655831.0, 6862052.0), (655860.0, 6862069.0), (655932.0, 6862119.0), (655936.9, 6862105.0), (655989.8, 6862012.0), (656006.7, 6861982.3), (656033.4, 6861936.4)]","POLYGON ((656033.4 6861936.4, 656025.8 6861925.3, 656023.7 6861910.9, 656026 6861898, 655968.9 6861875, 655939 6861864, 655883.1 6861842, 655835.4 6861883.9, 655817 6861917.6, 655806 6861942.6, 655767.2 6862035.1, 655784 6862038.1, 655815 6862047, 655831 6862052, 655860 6862069, 655932 6862119, 655936.9 6862105, 655989.8 6862012, 656006.7 6861982.3, 656033.4 6861936.4))",0.3365001311872696,0,0.0408124610195154
751208016,75120,Paris 20e Arrondissement,8016,Charonne 16,H,"[(655693.79, 6861731.24), (655685.31, 6861758.98), (655784.9, 6861799.8), (655883.1, 6861842.0), (655939.0, 6861864.0), (655968.9, 6861875.0), (656026.0, 6861898.0), (656038.0, 6861887.0), (656054.0, 6861884.0), (656065.0, 6861886.0), (656084.0, 6861857.0), (656037.0, 6861800.9), (656013.0, 6861769.9), (655989.9, 6861744.0), (655964.3, 6861716.3), (655936.4, 6861689.8), (655920.8, 6861680.8), (655860.4, 6861654.2), (655756.55, 6861617.66), (655765.75, 6861588.02), (655721.1, 6861677.5), (655693.79, 6861731.24)]","POLYGON ((655693.79 6861731.24, 655685.31 6861758.98, 655784.9 6861799.8, 655883.1 6861842, 655939 6861864, 655968.9 6861875, 656026 6861898, 656038 6861887, 656054 6861884, 656065 6861886, 656084 6861857, 656037 6861800.9, 656013 6861769.9, 655989.9 6861744, 655964.3 6861716.3, 655936.4 6861689.8, 655920.8 6861680.8, 655860.4 6861654.2, 655756.55 6861617.66, 655765.75 6861588.02, 655721.1 6861677.5, 655693.79 6861731.24))",0.2009656947606196,0,0.0408124610195154
751207806,75120,Paris 20e Arrondissement,7806,Saint-Fargeau 6,H,"[(656289.6, 6862904.0), (656222.5, 6863037.5), (656150.5, 6863188.2), (656243.2, 6863250.6), (656246.0, 6863263.0), (656247.0, 6863278.0), (656266.0, 6863301.8), (656297.8, 6863333.1), (656339.4, 6863371.6), (656387.1, 6863409.2), (656390.9, 6863396.4), (656397.7, 6863297.6), (656403.0, 6863225.9), (656406.0, 6863212.9), (656440.0, 6863107.0), (656449.0, 6863092.0), (656430.1, 6863071.0), (656384.05, 6863005.5), (656308.5, 6862903.0), (656289.6, 6862904.0)]","POLYGON ((656289.6 6862904, 656222.5 6863037.5, 656150.5 6863188.2, 656243.2 6863250.6, 656246 6863263, 656247 6863278, 656266 6863301.8, 656297.8 6863333.1, 656339.4 6863371.6, 656387.1 6863409.2, 656390.9 6863396.4, 656397.7 6863297.6, 656403 6863225.9, 656406 6863212.9, 656440 6863107, 656449 6863092, 656430.1 6863071, 656384.05 6863005.5, 656308.5 6862903, 656289.6 6862904))",0.2969830768906771,0,0.0408124610195154
751207701,75120,Paris 20e Arrondissement,7701,Belleville 1,H,"[(655581.7, 6863498.1), (655494.8, 6863601.1), (655435.3, 6863672.9), (655422.4, 6863685.3), (655489.6, 6863746.4), (655564.0, 6863806.6), (655626.3, 6863797.2), (655701.9, 6863790.2), (655699.7, 6863772.8), (655686.0, 6863711.2), (655667.7, 6863657.1), (655650.2, 6863594.3), (655648.4, 6863579.0), (655653.0, 6863562.1), (655668.2, 6863525.4), (655683.1, 6863505.6), (655581.7, 6863498.1)]","POLYGON ((655581.7 6863498.1, 655494.8 6863601.1, 655435.3 6863672.9, 655422.4 6863685.3, 655489.6 6863746.4, 655564 6863806.6, 655626.3 6863797.2, 655701.9 6863790.2, 655699.7 6863772.8, 655686 6863711.2, 655667.7 6863657.1, 655650.2 6863594.3, 655648.4 6863579, 655653 6863562.1, 655668.2 6863525.4, 655683.1 6863505.6, 655581.7 6863498.1))",0.2788207209474977,0,0.0408124610195154
751207916,75120,Paris 20e Arrondissement,7916,Pere Lachaise 16,H,"[(655683.1, 6863505.6), (655728.1, 6863514.3), (655876.0, 6863563.7), (655930.8, 6863585.2), (656019.8, 6863432.0), (656034.5, 6863401.0), (655991.5, 6863370.3), (655960.0, 6863348.5), (655844.0, 6863297.0), (655748.9, 6863413.0), (655689.0, 6863495.0), (655683.1, 6863505.6)]","POLYGON ((655683.1 6863505.6, 655728.1 6863514.3, 655876 6863563.7, 655930.8 6863585.2, 656019.8 6863432, 656034.5 6863401, 655991.5 6863370.3, 655960 6863348.5, 655844 6863297, 655748.9 6863413, 655689 6863495, 655683.1 6863505.6))",0.337573630864311,0,0.0408124610195154
751207809,75120,Paris 20e Arrondissement,7809,Saint-Fargeau 9,H,"[(656623.1, 6863572.1), (656610.0, 6863570.0), (656581.0, 6863550.9), (656516.2, 6863507.6), (656444.0, 6863456.3), (656410.8, 6863429.0), (656387.1, 6863409.2), (656356.5, 6863511.4), (656338.6, 6863581.9), (656325.4, 6863628.7), (656312.3, 6863669.2), (656302.0, 6863686.0), (656318.4, 6863718.0), (656345.0, 6863820.2), (656406.6, 6864045.4), (656410.7, 6864059.6), (656456.9, 6864238.3), (656460.3, 6864258.5), (656475.9, 6864284.7), (656488.3, 6864262.7), (656576.9, 6864013.0), (656611.9, 6863810.9), (656617.9, 6863684.9), (656619.0, 6863650.0), (656623.1, 6863572.1)]","POLYGON ((656623.1 6863572.1, 656610 6863570, 656581 6863550.9, 656516.2 6863507.6, 656444 6863456.3, 656410.8 6863429, 656387.1 6863409.2, 656356.5 6863511.4, 656338.6 6863581.9, 656325.4 6863628.7, 656312.3 6863669.2, 656302 6863686, 656318.4 6863718, 656345 6863820.2, 656406.6 6864045.4, 656410.7 6864059.6, 656456.9 6864238.3, 656460.3 6864258.5, 656475.9 6864284.7, 656488.3 6864262.7, 656576.9 6864013, 656611.9 6863810.9, 656617.9 6863684.9, 656619 6863650, 656623.1 6863572.1))",0.2676196884603714,0,0.0408124610195154
751207810,75120,Paris 20e Arrondissement,7810,Saint-Fargeau 10,H,"[(656188.92, 6864256.63), (656284.7, 6864285.37), (656380.48, 6864314.12), (656476.26, 6864342.86), (656572.04, 6864371.61), (656475.9, 6864284.7), (656460.3, 6864258.5), (656456.9, 6864238.3), (656410.7, 6864059.6), (656406.6, 6864045.4), (656340.0, 6864028.2), (656310.2, 6864020.8), (656224.8, 6863995.9), (656218.7, 6864013.4), (656181.5, 6864150.4), (656181.0, 6864161.5), (656188.92, 6864256.63)]","POLYGON ((656188.92 6864256.63, 656284.7 6864285.37, 656380.48 6864314.12, 656476.26 6864342.86, 656572.04 6864371.61, 656475.9 6864284.7, 656460.3 6864258.5, 656456.9 6864238.3, 656410.7 6864059.6, 656406.6 6864045.4, 656340 6864028.2, 656310.2 6864020.8, 656224.8 6863995.9, 656218.7 6864013.4, 656181.5 6864150.4, 656181 6864161.5, 656188.92 6864256.63))",0.4353046644470956,0,0.0408124610195154
751208012,75120,Paris 20e Arrondissement,8012,Charonne 12,H,"[(656683.9, 6861638.7), (656640.5, 6861626.4), (656575.9, 6861609.45), (656459.0, 6861579.0), (656422.0, 6861572.0), (656408.0, 6861660.0), (656363.0, 6861875.1), (656337.0, 6861963.1), (656374.0, 6861953.1), (656402.0, 6861953.0), (656413.0, 6861948.0), (656426.0, 6861943.0), (656471.0, 6861934.0), (656508.0, 6861926.0), (656581.0, 6861909.0), (656553.0, 6861871.9), (656564.1, 6861863.0), (656633.0, 6861800.0), (656663.1, 6861707.2), (656683.9, 6861638.7)]","POLYGON ((656683.9 6861638.7, 656640.5 6861626.4, 656575.9 6861609.45, 656459 6861579, 656422 6861572, 656408 6861660, 656363 6861875.1, 656337 6861963.1, 656374 6861953.1, 656402 6861953, 656413 6861948, 656426 6861943, 656471 6861934, 656508 6861926, 656581 6861909, 656553 6861871.9, 656564.1 6861863, 656633 6861800, 656663.1 6861707.2, 656683.9 6861638.7))",0.2231279671999388,0,0.0408124610195154
751207816,75120,Paris 20e Arrondissement,7816,Saint-Fargeau 16,H,"[(655936.0, 6863800.8), (655914.0, 6863791.6), (655848.6, 6863765.15), (655709.8, 6863784.3), (655701.9, 6863790.2), (655707.5, 6863806.3), (655711.8, 6863829.8), (655681.2, 6864002.5), (655656.1, 6864076.2), (655652.2, 6864084.4), (655614.25, 6864084.16), (655710.03, 6864112.9), (655805.8, 6864141.65), (655901.58, 6864170.39), (655916.3, 6864108.7), (655922.0, 6864091.8), (655925.4, 6864053.0), (655930.8, 6863926.7), (655936.0, 6863800.8)]","POLYGON ((655936 6863800.8, 655914 6863791.6, 655848.6 6863765.15, 655709.8 6863784.3, 655701.9 6863790.2, 655707.5 6863806.3, 655711.8 6863829.8, 655681.2 6864002.5, 655656.1 6864076.2, 655652.2 6864084.4, 655614.25 6864084.16, 655710.03 6864112.9, 655805.8 6864141.65, 655901.58 6864170.39, 655916.3 6864108.7, 655922 6864091.8, 655925.4 6864053, 655930.8 6863926.7, 655936 6863800.8))",0.1848642794762814,0,0.0408124610195154
751208019,75120,Paris 20e Arrondissement,8019,Charonne 19,H,"[(656659.0, 6862008.0), (656550.0, 6862113.8), (656533.0, 6862129.8), (656509.9, 6862152.8), (656480.0, 6862181.8), (656460.9, 6862200.9), (656449.3, 6862212.7), (656416.4, 6862254.2), (656425.4, 6862263.0), (656514.0, 6862338.0), (656544.0, 6862356.0), (656595.0, 6862388.0), (656625.0, 6862418.9), (656662.0, 6862457.0), (656664.0, 6862443.0), (656676.0, 6862335.0), (656689.0, 6862224.0), (656706.9, 6862075.0), (656719.0, 6861954.0), (656659.0, 6862008.0)]","POLYGON ((656659 6862008, 656550 6862113.8, 656533 6862129.8, 656509.9 6862152.8, 656480 6862181.8, 656460.9 6862200.9, 656449.3 6862212.7, 656416.4 6862254.2, 656425.4 6862263, 656514 6862338, 656544 6862356, 656595 6862388, 656625 6862418.9, 656662 6862457, 656664 6862443, 656676 6862335, 656689 6862224, 656706.9 6862075, 656719 6861954, 656659 6862008))",0.4905815452076946,0,0.0408124610195154
751207704,75120,Paris 20e Arrondissement,7704,Belleville 4,H,"[(655194.0, 6863531.8), (655154.0, 6863550.9), (655132.1, 6863562.0), (655040.2, 6863549.9), (655002.0, 6863618.9), (654977.3, 6863654.0), (654963.6, 6863677.8), (654980.9, 6863691.9), (655109.75, 6863764.25), (655206.4, 6863817.8), (655218.5, 6863822.6), (655222.0, 6863817.0), (655226.6, 6863811.7), (655230.7, 6863789.3), (655245.7, 6863723.1), (655206.1, 6863561.7), (655194.0, 6863531.8)]","POLYGON ((655194 6863531.8, 655154 6863550.9, 655132.1 6863562, 655040.2 6863549.9, 655002 6863618.9, 654977.3 6863654, 654963.6 6863677.8, 654980.9 6863691.9, 655109.75 6863764.25, 655206.4 6863817.8, 655218.5 6863822.6, 655222 6863817, 655226.6 6863811.7, 655230.7 6863789.3, 655245.7 6863723.1, 655206.1 6863561.7, 655194 6863531.8))",0.3548839166134787,0,0.0408124610195154
751207712,75120,Paris 20e Arrondissement,7712,Belleville 12,H,"[(655224.6, 6863915.5), (655115.3, 6863928.5), (654928.4, 6863942.0), (654914.2, 6863941.9), (654935.22, 6863958.72), (655030.2, 6863990.0), (655087.15, 6863998.71), (655186.0, 6864013.83), (655284.85, 6864028.95), (655383.7, 6864044.06), (655482.55, 6864059.18), (655447.08, 6864048.7), (655471.0, 6864000.8), (655407.0, 6863945.8), (655368.4, 6863920.8), (655283.4, 6863902.9), (655239.7, 6863925.5), (655224.6, 6863929.6), (655224.6, 6863915.5)]","POLYGON ((655224.6 6863915.5, 655115.3 6863928.5, 654928.4 6863942, 654914.2 6863941.9, 654935.22 6863958.72, 655030.2 6863990, 655087.15 6863998.71, 655186 6864013.83, 655284.85 6864028.95, 655383.7 6864044.06, 655482.55 6864059.18, 655447.08 6864048.7, 655471 6864000.8, 655407 6863945.8, 655368.4 6863920.8, 655283.4 6863902.9, 655239.7 6863925.5, 655224.6 6863929.6, 655224.6 6863915.5))",0.1826483196006889,0,0.0408124610195154
751208022,75120,Paris 20e Arrondissement,8022,Charonne 22,H,"[(656662.0, 6862457.0), (656625.0, 6862418.9), (656595.0, 6862388.0), (656544.0, 6862356.0), (656514.0, 6862338.0), (656492.0, 6862402.9), (656479.0, 6862439.9), (656452.0, 6862508.9), (656444.0, 6862523.0), (656435.0, 6862538.0), (656408.0, 6862582.0), (656449.0, 6862643.0), (656466.7, 6862677.3), (656473.6, 6862689.4), (656534.2, 6862795.2), (656604.2, 6862880.6), (656619.0, 6862882.0), (656622.0, 6862861.9), (656634.1, 6862750.0), (656660.9, 6862471.0), (656662.0, 6862457.0)]","POLYGON ((656662 6862457, 656625 6862418.9, 656595 6862388, 656544 6862356, 656514 6862338, 656492 6862402.9, 656479 6862439.9, 656452 6862508.9, 656444 6862523, 656435 6862538, 656408 6862582, 656449 6862643, 656466.7 6862677.3, 656473.6 6862689.4, 656534.2 6862795.2, 656604.2 6862880.6, 656619 6862882, 656622 6862861.9, 656634.1 6862750, 656660.9 6862471, 656662 6862457))",0.4825262234084948,0,0.0408124610195154
751207802,75120,Paris 20e Arrondissement,7802,Saint-Fargeau 2,H,"[(656644.0, 6863260.0), (656644.0, 6863249.0), (656638.0, 6863143.1), (656637.0, 6863130.1), (656632.0, 6863082.0), (656631.0, 6863072.0), (656619.0, 6862901.0), (656619.0, 6862882.0), (656604.2, 6862880.6), (656534.2, 6862795.2), (656473.6, 6862689.4), (656466.7, 6862677.3), (656449.0, 6862643.0), (656398.1, 6862665.9), (656358.1, 6862688.9), (656311.0, 6862721.0), (656281.0, 6862753.0), (656273.0, 6862770.0), (656278.0, 6862795.0), (656284.0, 6862813.0), (656296.1, 6862863.0), (656298.2, 6862881.1), (656289.6, 6862904.0), (656308.5, 6862903.0), (656384.05, 6863005.5), (656430.1, 6863071.0), (656449.0, 6863092.0), (656493.0, 6863135.0), (656629.0, 6863265.0), (656644.0, 6863278.0), (656644.0, 6863260.0)]","POLYGON ((656644 6863260, 656644 6863249, 656638 6863143.1, 656637 6863130.1, 656632 6863082, 656631 6863072, 656619 6862901, 656619 6862882, 656604.2 6862880.6, 656534.2 6862795.2, 656473.6 6862689.4, 656466.7 6862677.3, 656449 6862643, 656398.1 6862665.9, 656358.1 6862688.9, 656311 6862721, 656281 6862753, 656273 6862770, 656278 6862795, 656284 6862813, 656296.1 6862863, 656298.2 6862881.1, 656289.6 6862904, 656308.5 6862903, 656384.05 6863005.5, 656430.1 6863071, 656449 6863092, 656493 6863135, 656629 6863265, 656644 6863278, 656644 6863260))",0.2389070223783003,0,0.0408124610195154
751207901,75120,Paris 20e Arrondissement,7901,Pere Lachaise 1,H,"[(656289.6, 6862904.0), (656298.2, 6862881.1), (656296.1, 6862863.0), (656284.0, 6862813.0), (656278.0, 6862795.0), (656273.0, 6862770.0), (656281.0, 6862753.0), (656311.0, 6862721.0), (656358.1, 6862688.9), (656398.1, 6862665.9), (656449.0, 6862643.0), (656408.0, 6862582.0), (656349.0, 6862495.0), (656341.2, 6862502.0), (656316.8, 6862534.6), (656250.2, 6862624.8), (656231.6, 6862651.5), (656217.2, 6862673.8), (656184.0, 6862718.1), (656142.7, 6862746.8), (655978.0, 6862847.0), (655923.0, 6862836.0), (655890.0, 6862905.0), (655901.0, 6862927.0), (655997.4, 6862925.0), (656079.5, 6862916.0), (656249.3, 6862906.0), (656289.6, 6862904.0)]","POLYGON ((656289.6 6862904, 656298.2 6862881.1, 656296.1 6862863, 656284 6862813, 656278 6862795, 656273 6862770, 656281 6862753, 656311 6862721, 656358.1 6862688.9, 656398.1 6862665.9, 656449 6862643, 656408 6862582, 656349 6862495, 656341.2 6862502, 656316.8 6862534.6, 656250.2 6862624.8, 656231.6 6862651.5, 656217.2 6862673.8, 656184 6862718.1, 656142.7 6862746.8, 655978 6862847, 655923 6862836, 655890 6862905, 655901 6862927, 655997.4 6862925, 656079.5 6862916, 656249.3 6862906, 656289.6 6862904))",0.2451827884605824,0,0.0408124610195154
751207907,75120,Paris 20e Arrondissement,7907,Pere Lachaise 7,H,"[(655305.5, 6863259.9), (655284.2, 6863242.8), (655239.0, 6863222.8), (655178.5, 6863208.7), (655077.6, 6863161.0), (655043.7, 6863144.2), (655024.7, 6863134.3), (655007.2, 6863126.7), (654993.0, 6863121.2), (654934.3, 6863100.4), (654861.6, 6863092.7), (654817.5, 6863070.7), (654809.5, 6863066.6), (654801.9, 6863061.3), (654812.86, 6863030.42), (654753.45, 6863110.86), (654694.04, 6863191.3), (654746.2, 6863181.0), (654754.0, 6863181.9), (655221.9, 6863355.5), (655230.0, 6863358.5), (655253.9, 6863320.5), (655305.5, 6863259.9)]","POLYGON ((655305.5 6863259.9, 655284.2 6863242.8, 655239 6863222.8, 655178.5 6863208.7, 655077.6 6863161, 655043.7 6863144.2, 655024.7 6863134.3, 655007.2 6863126.7, 654993 6863121.2, 654934.3 6863100.4, 654861.6 6863092.7, 654817.5 6863070.7, 654809.5 6863066.6, 654801.9 6863061.3, 654812.86 6863030.42, 654753.45 6863110.86, 654694.04 6863191.3, 654746.2 6863181, 654754 6863181.9, 655221.9 6863355.5, 655230 6863358.5, 655253.9 6863320.5, 655305.5 6863259.9))",0.3696630234495616,0,0.0408124610195154
751207711,75120,Paris 20e Arrondissement,7711,Belleville 11,H,"[(654745.25, 6863896.16), (654840.24, 6863927.44), (654935.22, 6863958.72), (654914.2, 6863941.9), (654928.4, 6863942.0), (655115.3, 6863928.5), (655212.7, 6863830.2), (655218.5, 6863822.6), (655206.4, 6863817.8), (655109.75, 6863764.25), (654980.9, 6863691.9), (654963.6, 6863677.8), (654946.8, 6863671.2), (654887.0, 6863723.3), (654865.3, 6863749.6), (654841.4, 6863783.7), (654828.3, 6863803.6), (654814.4, 6863821.6), (654759.2, 6863885.1), (654750.78, 6863892.71), (654745.25, 6863896.16)]","POLYGON ((654745.25 6863896.16, 654840.24 6863927.44, 654935.22 6863958.72, 654914.2 6863941.9, 654928.4 6863942, 655115.3 6863928.5, 655212.7 6863830.2, 655218.5 6863822.6, 655206.4 6863817.8, 655109.75 6863764.25, 654980.9 6863691.9, 654963.6 6863677.8, 654946.8 6863671.2, 654887 6863723.3, 654865.3 6863749.6, 654841.4 6863783.7, 654828.3 6863803.6, 654814.4 6863821.6, 654759.2 6863885.1, 654750.78 6863892.71, 654745.25 6863896.16))",0.5152560701442847,0,0.0408124610195154
751208006,75120,Paris 20e Arrondissement,8006,Charonne 6,H,"[(656140.0, 6861270.0), (656105.0, 6861379.0), (656288.0, 6861411.0), (656267.9, 6861511.0), (656263.9, 6861528.0), (656275.0, 6861533.0), (656349.0, 6861552.0), (656422.0, 6861572.0), (656424.9, 6861544.0), (656433.0, 6861436.0), (656442.0, 6861324.0), (656371.1, 6861306.0), (656305.0, 6861292.0), (656140.0, 6861270.0)]","POLYGON ((656140 6861270, 656105 6861379, 656288 6861411, 656267.9 6861511, 656263.9 6861528, 656275 6861533, 656349 6861552, 656422 6861572, 656424.9 6861544, 656433 6861436, 656442 6861324, 656371.1 6861306, 656305 6861292, 656140 6861270))",0.2084521822653952,0,0.0408124610195154
751207709,75120,Paris 20e Arrondissement,7709,Belleville 9,H,"[(654397.0, 6863593.5), (654379.71, 6863615.49), (654317.9, 6863694.1), (654303.2, 6863724.2), (654355.92, 6863747.46), (654447.41, 6863787.83), (654538.9, 6863828.2), (654515.93, 6863812.6), (654578.0, 6863720.1), (654601.3, 6863682.2), (654553.6, 6863661.0), (654532.9, 6863655.0), (654438.6, 6863616.6), (654404.5, 6863600.6), (654400.4, 6863598.1), (654397.0, 6863593.5)]","POLYGON ((654397 6863593.5, 654379.71 6863615.49, 654317.9 6863694.1, 654303.2 6863724.2, 654355.92 6863747.46, 654447.41 6863787.83, 654538.9 6863828.2, 654515.93 6863812.6, 654578 6863720.1, 654601.3 6863682.2, 654553.6 6863661, 654532.9 6863655, 654438.6 6863616.6, 654404.5 6863600.6, 654400.4 6863598.1, 654397 6863593.5))",0.4334710072349182,0,0.0408124610195154
